452600.00000,8.32520,41.00000,880.00000,129.00000,322.00000,126.00000,37.88000,-122.23000
358500.00000,8.30140,21.00000,7099.00000,1106.00000,2401.00000,1138.00000,37.86000,-122.22000
352100.00000,7.25740,52.00000,1467.00000,190.00000,496.00000,177.00000,37.85000,-122.24000
341300.00000,5.64310,52.00000,1274.00000,235.00000,558.00000,219.00000,37.85000,-122.25000
342200.00000,3.84620,52.00000,1627.00000,280.00000,565.00000,259.00000,37.85000,-122.25000
269700.00000,4.03680,52.00000,919.00000,213.00000,413.00000,193.00000,37.85000,-122.25000
299200.00000,3.65910,52.00000,2535.00000,489.00000,1094.00000,514.00000,37.84000,-122.25000
241400.00000,3.12000,52.00000,3104.00000,687.00000,1157.00000,647.00000,37.84000,-122.25000
226700.00000,2.08040,42.00000,2555.00000,665.00000,1206.00000,595.00000,37.84000,-122.26000
261100.00000,3.69120,52.00000,3549.00000,707.00000,1551.00000,714.00000,37.84000,-122.25000
281500.00000,3.20310,52.00000,2202.00000,434.00000,910.00000,402.00000,37.85000,-122.26000
241800.00000,3.27050,52.00000,3503.00000,752.00000,1504.00000,734.00000,37.85000,-122.26000
213500.00000,3.07500,52.00000,2491.00000,474.00000,1098.00000,468.00000,37.85000,-122.26000
191300.00000,2.67360,52.00000,696.00000,191.00000,345.00000,174.00000,37.84000,-122.26000
159200.00000,1.91670,52.00000,2643.00000,626.00000,1212.00000,620.00000,37.85000,-122.26000
140000.00000,2.12500,50.00000,1120.00000,283.00000,697.00000,264.00000,37.85000,-122.26000
152500.00000,2.77500,52.00000,1966.00000,347.00000,793.00000,331.00000,37.85000,-122.27000
155500.00000,2.12020,52.00000,1228.00000,293.00000,648.00000,303.00000,37.85000,-122.27000
158700.00000,1.99110,50.00000,2239.00000,455.00000,990.00000,419.00000,37.84000,-122.26000
162900.00000,2.60330,52.00000,1503.00000,298.00000,690.00000,275.00000,37.84000,-122.27000
147500.00000,1.35780,40.00000,751.00000,184.00000,409.00000,166.00000,37.85000,-122.27000
159800.00000,1.71350,42.00000,1639.00000,367.00000,929.00000,366.00000,37.85000,-122.27000
113900.00000,1.72500,52.00000,2436.00000,541.00000,1015.00000,478.00000,37.84000,-122.27000
99700.00000,2.18060,52.00000,1688.00000,337.00000,853.00000,325.00000,37.84000,-122.27000
132600.00000,2.60000,52.00000,2224.00000,437.00000,1006.00000,422.00000,37.84000,-122.27000
107500.00000,2.40380,41.00000,535.00000,123.00000,317.00000,119.00000,37.85000,-122.28000
93800.00000,2.45970,49.00000,1130.00000,244.00000,607.00000,239.00000,37.85000,-122.28000
